SalePrice,Bedrooms,Baths,LotArea,LivingArea,GarageArea,Neighborhood,HouseStyle,YearBuilt,YearSold
140750,2,1,10560,1470,624,OldTown,2-Story,1922,2010
120225,2,2,7560,1442,297,OldTown,1.5 Fin,1918,2010
184000,5,2,10800,2495,342,OldTown,2-Story,1890,2008
124900,2,1,8820,1869,456,OldTown,1.5 Fin,1890,2009
110000,2,1,9750,984,308,OldTown,1-Story,1959,2008
146500,4,1,9720,1521,640,OldTown,2-Story,1910,2009
131500,4,2,12150,1795,352,OldTown,1.5 Fin,1954,2008
97000,2,1,12702,882,308,OldTown,1-Story,1956,2008
115500,2,1,8516,1093,308,OldTown,1-Story,1958,2008
223500,3,1,21384,1576,528,BrkSide,2-Story,1923,2009
149000,3,1,6615,1432,216,BrkSide,1-Story,1923,2009
138000,2,1,7111,1143,288,BrkSide,1-Story,1928,2008
205000,3,2,7264,1548,672,BrkSide,1.5 Fin,1925,2009
137000,3,2,4960,1654,336,BrkSide,1.5 Fin,1930,2009
128500,3,1,5830,1612,363,BrkSide,1.5 Fin,1950,2010
79500,2,1,9100,935,308,BrkSide,1-Story,1930,2008
121000,2,1,8854,952,192,BrkSide,1.5 Unf,1916,2009
153000,3,2,7010,1738,240,BrkSide,1.5 Fin,1935,2008
209500,3,1,7793,2068,315,BrkSide,2.5 Unf,1922,2010
109500,2,1,6130,784,0,BrkSide,1.5 Unf,1924,2008
124000,3,1,5000,1210,240,BrkSide,1.5 Fin,1941,2008
87000,2,1,5000,765,200,BrkSide,1-Story,1925,2010
106900,3,1,5870,1290,200,BrkSide,2-Story,1900,2008
164900,3,1,6000,1672,240,BrkSide,1.5 Fin,1940,2008
128000,3,1,6000,1324,240,BrkSide,1.5 Fin,1936,2009
119000,2,1,6000,949,370,BrkSide,1-Story,1924,2008
134900,2,1,6000,1176,624,BrkSide,1.5 Fin,1937,2009
128000,3,1,6000,1196,576,BrkSide,1.5 Fin,1940,2010
117000,3,1,6000,1348,216,BrkSide,1.5 Fin,1925,2009
120000,3,1,6000,1158,208,BrkSide,1.5 Fin,1929,2008
132500,4,1,6000,1412,280,BrkSide,1.5 Fin,1939,2009
132000,3,1,6360,1453,240,BrkSide,1.5 Fin,1942,2010
157000,3,2,6000,1497,672,BrkSide,1.5 Fin,1937,2008
105000,2,2,6000,1342,240,BrkSide,1.5 Fin,1939,2008
93000,3,1,6000,1142,320,BrkSide,1.5 Fin,1924,2009
113000,3,1,5000,1013,160,BrkSide,1.5 Unf,1926,2008
119000,2,1,6000,904,180,BrkSide,1.5 Unf,1926,2009
139900,3,1,6000,1416,312,BrkSide,1.5 Fin,1948,2010
100000,2,1,6911,1301,440,BrkSide,1-Story,1924,2009
115000,3,1,5520,1216,355,BrkSide,1.5 Fin,1920,2008
141500,3,1,6120,1539,576,BrkSide,1.5 Fin,1936,2009
133000,3,1,6120,1573,240,BrkSide,1.5 Fin,1935,2009
60000,1,1,6120,800,0,BrkSide,1-Story,1936,2009
123000,2,1,6240,1136,336,BrkSide,1.5 Fin,1929,2008
105000,2,1,6120,875,180,BrkSide,1-Story,1931,2009
81300,1,1,6120,808,164,BrkSide,1-Story,1945,2008
162900,3,2,6240,1573,360,BrkSide,1.5 Fin,1930,2008
123900,2,1,6240,1040,624,BrkSide,1.5 Fin,1936,2010
150000,4,2,6240,2009,400,BrkSide,1.5 Fin,1939,2008
150000,4,2,6240,2009,400,BrkSide,1.5 Fin,1939,2010
138400,4,2,6240,1536,480,BrkSide,1.5 Fin,1930,2010
109500,2,1,6120,1068,288,OldTown,1-Story,1923,2010
123500,4,2,6120,1902,576,OldTown,2-Story,1923,2008
150000,3,2,6120,1582,250,BrkSide,1.5 Fin,1938,2009
128000,3,2,6155,1362,502,BrkSide,2-Story,1920,2008
99500,2,1,6000,616,205,BrkSide,1-Story,1921,2010
68500,1,1,6324,520,240,BrkSide,1-Story,1927,2008
127000,2,1,8635,1285,240,BrkSide,1.5 Fin,1948,2008
126500,2,1,8635,1072,1184,BrkSide,1-Story,1925,2009
207000,4,1,13053,1848,370,BrkSide,1.5 Fin,1923,2008
214500,5,2,11888,2134,441,BrkSide,2.5 Unf,1916,2009
184000,4,2,9120,1820,240,BrkSide,1.5 Fin,1925,2008
162500,4,2,9144,1716,672,BrkSide,1.5 Fin,1915,2008
145000,3,1,9144,1505,240,BrkSide,1.5 Fin,1940,2008
140000,3,2,10300,1710,480,OldTown,2-Story,1921,2010
167500,3,1,11414,2019,532,BrkSide,2-Story,1910,2009
130000,2,1,10267,838,275,BrkSide,1-Story,1918,2008
160000,5,2,8094,1984,360,OldTown,2.5 Unf,1910,2008
149500,4,1,8094,1962,572,OldTown,1.5 Fin,1915,2010
136500,4,1,12900,1560,0,OldTown,2-Story,1912,2008
159900,3,1,12900,1560,0,OldTown,2-Story,1912,2010
161000,3,1,5100,1666,228,OldTown,2-Story,1925,2008
155000,3,2,8094,1768,576,OldTown,2-Story,1915,2009
127500,3,1,4347,1609,228,OldTown,1.5 Fin,1910,2008
155000,4,1,2500,1826,164,OldTown,2-Story,1915,2009
179900,3,2,9928,1944,216,OldTown,2-Story,1915,2009
122000,3,1,3068,1324,180,OldTown,2-Story,1920,2010
110000,2,1,8472,816,516,IDOT&RR,1-Story,1963,2010
149000,4,2,6876,1930,316,IDOT&RR,2-Story,1927,2009
93850,1,1,6291,768,440,IDOT&RR,1-Story,1930,2008
55000,3,2,5600,1092,0,IDOT&RR,2-Story,1930,2010
141000,4,2,6876,1969,400,IDOT&RR,1.5 Fin,1938,2008
120000,2,2,10320,1308,400,IDOT&RR,1.5 Fin,1915,2008
127500,2,1,7200,1040,320,IDOT&RR,1-Story,1925,2008
89500,3,1,7920,1406,0,IDOT&RR,1.5 Fin,1920,2008
103000,2,1,6240,1208,539,IDOT&RR,1.5 Unf,1925,2009
125000,2,1,8235,825,720,OldTown,1-Story,1955,2008
123000,3,1,5775,1427,379,OldTown,2-Story,1915,2009
140000,4,2,7630,1812,672,OldTown,2-Story,1900,2010
97500,6,2,5852,1864,0,OldTown,2.5 Unf,1902,2009
82375,3,2,10320,1344,0,IDOT&RR,2-Story,1915,2008
135000,3,1,5160,1666,384,IDOT&RR,1.5 Fin,1927,2009
135000,3,1,10320,1469,216,IDOT&RR,1.5 Fin,1906,2008
116000,3,1,10320,1403,308,IDOT&RR,2-Story,1915,2009
134000,3,1,8250,1211,322,Sawyer,1-Story,1968,2008
244400,4,2,24090,2403,349,ClearCr,2-Story,1940,2010
135000,4,2,21286,1271,312,Sawyer,1.5 Fin,1948,2008
131200,2,1,4280,704,220,Sawyer,1-Story,1946,2008
88750,2,1,4280,704,220,Sawyer,1-Story,1946,2009
173000,3,2,15263,1675,365,ClearCr,1-Story,1959,2010
134432,4,2,17120,1588,680,ClearCr,1.5 Fin,1959,2008
107500,3,1,10632,1224,180,ClearCr,1.5 Fin,1917,2010
159900,2,2,10547,1152,252,Edwards,S/Foyer,1978,2009
61000,1,0,10020,904,0,Edwards,1-Story,1922,2009
100000,3,1,9900,1392,0,S&W ISU,1.5 Fin,1915,2010
95000,3,1,6001,919,231,S&W ISU,1.5 Fin,1940,2010
103600,3,2,6629,1369,300,Edwards,2-Story,1925,2009
63000,4,2,9780,1112,226,Edwards,1.5 Fin,1934,2009
127500,4,2,10106,1355,0,Edwards,1.5 Fin,1940,2008
114900,2,2,6048,1680,450,S&W ISU,1.5 Fin,1910,2010
94000,2,1,6342,1020,0,Sawyer,1.5 Fin,1875,2010
125500,2,1,7943,840,288,Sawyer,S/Level,1962,2010
175000,3,2,12886,1464,480,Sawyer,S/Level,1963,2009
136000,4,2,10773,1832,0,Sawyer,1-Story,1967,2010
136500,4,2,10778,1768,0,Sawyer,1-Story,1968,2010
118500,3,1,11272,1040,315,Sawyer,1-Story,1964,2010
139000,3,1,8816,1121,480,Sawyer,1-Story,1963,2009
131500,3,1,11625,1039,504,Sawyer,1-Story,1965,2010
129500,3,1,11200,1040,384,Sawyer,1-Story,1965,2008
157500,3,1,13014,1096,484,Sawyer,S/Level,1978,2008
172500,3,2,11184,1683,440,Sawyer,2-Story,1978,2009
121500,3,1,11341,1392,528,Sawyer,1-Story,1957,2010
145000,3,1,10265,992,294,Sawyer,1-Story,1967,2008
130000,3,1,9764,894,450,Sawyer,1-Story,1967,2008
125000,3,1,8521,912,336,Sawyer,1-Story,1967,2010
154000,3,1,8246,1060,270,Sawyer,1-Story,1968,2010
130000,3,1,7800,899,288,Sawyer,1-Story,1967,2009
125000,3,1,7800,892,416,Sawyer,1-Story,1966,2008
137900,3,1,7800,892,416,Sawyer,1-Story,1966,2010
158000,4,1,9364,1352,299,Sawyer,2-Story,1969,2010
166000,4,1,9364,1352,299,Sawyer,2-Story,1969,2010
137250,2,1,7832,864,280,Sawyer,1-Story,1968,2010
160250,3,1,7424,1373,591,Sawyer,S/Foyer,1978,2010
163000,4,1,11227,1440,480,Sawyer,2-Story,1968,2010
153000,3,1,7703,1034,504,Sawyer,S/Foyer,1978,2008
149900,3,1,8014,1034,504,Sawyer,S/Foyer,1978,2009
120000,3,1,9981,1073,270,Sawyer,1-Story,1967,2008
152000,2,1,7400,1126,506,Sawyer,S/Foyer,1984,2008
134900,2,1,7252,858,576,Sawyer,S/Foyer,1982,2009
137000,2,1,8740,860,528,Sawyer,S/Foyer,1982,2009
328000,3,2,14000,2260,533,ClearCr,2-Story,1996,2010
270000,1,1,20062,1483,690,ClearCr,1-Story,1977,2010
80000,3,1,9000,1006,0,Sawyer,1-Story,1959,2008
135000,3,1,11616,1092,288,Sawyer,1-Story,1962,2008
139000,3,1,11616,1092,288,Sawyer,1-Story,1962,2009
165000,4,2,15400,1774,384,Sawyer,S/Level,1961,2009
148000,3,1,15312,1138,480,Sawyer,S/Level,1960,2009
149350,3,1,8544,1228,271,Sawyer,1-Story,1966,2008
144900,3,1,9239,960,300,Sawyer,1-Story,1963,2008
85000,2,1,9259,756,440,Sawyer,1-Story,1927,2010
185000,1,1,14175,1188,621,Sawyer,1-Story,1956,2008
165000,3,1,13284,1383,354,Sawyer,1-Story,1954,2008
128000,2,2,9600,1067,436,Sawyer,1-Story,1950,2010
235000,1,1,13500,1252,564,ClearCr,1-Story,1960,2008
140000,3,1,13825,1601,300,Sawyer,S/Level,1958,2008
165000,4,1,15584,2071,336,ClearCr,S/Level,1956,2009
108000,2,1,10200,672,240,Sawyer,1-Story,1940,2008
152400,2,1,8375,1350,627,Sawyer,1.5 Fin,1941,2008
63900,2,1,9000,660,0,Sawyer,1-Story,1947,2009
161500,5,1,11250,1788,304,ClearCr,1.5 Fin,1957,2009
144000,3,1,10200,904,912,Sawyer,S/Level,1970,2008
260000,0,0,23595,1524,586,ClearCr,1-Story,1979,2010
173000,2,1,2887,1291,431,ClearCr,1-Story,1996,2008
168000,1,1,6487,1232,464,ClearCr,1-Story,1994,2010
250000,1,1,9319,1412,500,ClearCr,1-Story,1991,2010
192000,4,2,10005,2022,505,ClearCr,2-Story,1977,2008
245000,3,2,20270,1524,478,ClearCr,1-Story,1979,2008
230000,4,2,17082,1981,522,ClearCr,2-Story,1978,2010
135000,3,1,17140,1229,284,Edwards,1-Story,1956,2009
82500,1,1,12342,861,539,Edwards,1-Story,1940,2009
124000,4,2,18600,1610,480,Edwards,1.5 Fin,1938,2010
241500,2,1,39104,1363,439,ClearCr,1-Story,1954,2008
256000,2,1,53227,1663,529,ClearCr,1-Story,1954,2008
190000,2,1,10708,1867,303,ClearCr,1-Story,1955,2009
139600,4,2,13680,1733,452,Edwards,1-Story,1955,2009
122000,2,1,15635,1383,498,Edwards,1-Story,1954,2009
177000,2,1,11512,1357,312,Edwards,S/Level,1959,2008
125600,2,1,5190,1079,249,Edwards,1.5 Fin,1948,2008
179900,3,1,9958,1749,462,Edwards,1-Story,1954,2010
155000,3,1,10452,1094,495,Edwards,1-Story,1953,2008
496000,3,3,54801,3500,798,ClearCr,1.5 Fin,1958,2010
240000,5,3,45600,2358,360,ClearCr,1.5 Fin,1908,2008
260000,2,1,19550,1518,0,Edwards,1-Story,1940,2008
144500,3,1,11479,1074,467,Edwards,1-Story,1950,2010
185000,4,2,21780,1674,396,Edwards,1.5 Fin,1918,2008
235000,4,2,13728,2108,540,Edwards,2-Story,1935,2008
127500,3,1,9855,1689,480,Edwards,1-Story,1956,2009
121500,2,1,9571,1073,340,Edwards,1-Story,1956,2009
129000,3,1,9571,1144,596,Edwards,1-Story,1956,2010
159900,3,1,9571,1509,322,Edwards,1-Story,1956,2008
154400,3,1,9350,1639,240,Edwards,2-Story,1946,2009
113000,2,1,9340,672,234,Edwards,1-Story,1941,2009
99600,2,1,9350,864,0,Edwards,S/Foyer,1975,2008
127000,3,1,9350,1531,209,Edwards,1.5 Fin,1947,2010
134500,3,1,9360,1269,280,Edwards,2-Story,1962,2008
128000,3,1,9525,1172,366,Edwards,1-Story,1954,2010
186000,3,2,10420,1212,460,Edwards,1-Story,2009,2010
125000,3,1,7440,1089,252,Edwards,1-Story,1954,2009
84000,3,1,11500,845,290,Edwards,1-Story,1957,2009
114000,3,2,11200,1298,504,Edwards,1-Story,1964,2010
119000,4,1,8405,1367,384,Edwards,1.5 Fin,1900,2008
139500,2,2,4235,1049,266,Edwards,1-Story,1984,2009
107500,3,1,7000,1347,0,Edwards,2-Story,1910,2008
131000,3,1,11409,1716,281,Edwards,1.5 Fin,1949,2009
125000,3,1,10880,1164,240,Edwards,1-Story,1950,2008
105000,2,1,9060,1258,280,Edwards,1.5 Fin,1939,2009
79000,2,1,9600,1096,0,Edwards,1.5 Fin,1924,2008
108000,4,1,9084,1510,296,Edwards,2-Story,1940,2009
95000,3,1,9084,1111,200,Edwards,1.5 Fin,1941,2008
162000,1,1,10778,1061,462,SawyerW,S/Level,1990,2009
178000,3,2,9206,1732,476,SawyerW,2-Story,1985,2010
156500,2,1,19255,1338,576,SawyerW,S/Level,1983,2009
270000,1,1,11980,1433,528,SawyerW,1-Story,1987,2010
316600,1,1,12327,2132,612,SawyerW,1.5 Fin,1983,2009
271900,3,2,14684,2196,701,SawyerW,1-Story,1990,2009
262280,4,2,11839,2329,514,SawyerW,2-Story,1990,2008
218000,3,2,12361,1802,1017,SawyerW,2-Story,1993,2010
260000,4,2,9771,2814,614,SawyerW,2-Story,1995,2008
213000,3,2,9317,1775,425,SawyerW,2-Story,1993,2009
239900,3,2,10560,1879,473,SawyerW,2-Story,1993,2009
236000,3,2,9938,1949,574,SawyerW,2-Story,1993,2010
226500,3,2,9938,1626,534,SawyerW,1-Story,1994,2008
225000,4,2,14171,2200,453,SawyerW,2-Story,1993,2008
239500,3,2,9828,2020,466,SawyerW,2-Story,1995,2009
229000,3,2,10541,2037,472,SawyerW,S/Level,1996,2008
147000,2,1,9069,996,564,SawyerW,S/Foyer,1992,2010
131000,4,1,26400,2016,576,SawyerW,2-Story,1880,2009
269500,6,4,11855,2787,820,SawyerW,2-Story,2000,2009
269500,6,4,7939,2787,820,SawyerW,2-Story,2000,2009
269500,6,4,7976,2787,820,SawyerW,2-Story,2000,2009
297000,3,2,10637,1718,826,CollgCr,1-Story,2007,2009
295493,3,2,10226,1630,860,CollgCr,1-Story,2008,2009
332000,3,2,10816,1720,846,CollgCr,1-Story,2008,2009
245350,3,2,10475,1694,776,CollgCr,1-Story,2008,2010
239900,3,2,9178,1468,904,CollgCr,1-Story,2008,2009
248500,3,2,9345,1615,864,CollgCr,1-Story,2007,2008
212000,3,2,10769,1768,578,CollgCr,2-Story,2007,2009
272500,3,2,11422,1838,524,CollgCr,1-Story,2007,2009
239000,2,2,11923,1800,702,CollgCr,1-Story,2007,2009
198500,2,2,6762,1208,632,CollgCr,1-Story,2006,2008
206000,2,2,6762,1208,632,CollgCr,1-Story,2006,2010
214000,2,2,6762,1290,662,CollgCr,1-Story,2007,2008
200000,2,2,6762,1290,662,CollgCr,1-Story,2007,2009
221800,2,2,10324,1254,810,CollgCr,1-Story,2008,2009
198900,3,2,10402,1226,740,CollgCr,1-Story,2009,2010
187000,2,2,7360,1222,615,CollgCr,1-Story,2010,2010
194500,2,2,7314,1232,632,CollgCr,1-Story,2007,2009
237000,3,2,11645,1498,844,CollgCr,1-Story,2005,2009
173000,3,2,11646,1422,440,CollgCr,2-Story,2005,2009
275000,2,2,12800,1644,569,SawyerW,S/Level,1989,2009
320000,5,3,12376,3222,594,SawyerW,2-Story,1990,2010
228000,3,2,11228,2097,678,SawyerW,2-Story,1993,2008
225000,3,2,11454,1511,811,SawyerW,S/Level,1995,2008
138500,3,2,14235,1445,484,SawyerW,1.5 Fin,1900,2010
233500,3,2,16698,1759,525,ClearCr,2-Story,1992,2009
192000,1,1,21453,988,540,ClearCr,S/Level,1969,2010
195000,2,2,11500,1643,438,ClearCr,1-Story,1966,2008
200000,4,2,12798,1688,603,ClearCr,2-Story,1997,2008
155000,3,1,8816,1052,440,ClearCr,S/Level,1971,2010
159000,2,1,11105,965,580,CollgCr,S/Foyer,1996,2010
152000,3,1,12464,1040,576,CollgCr,1-Story,1996,2009
155000,3,1,9750,990,528,CollgCr,1-Story,1994,2008
143000,3,1,9757,990,440,CollgCr,1-Story,1994,2009
231500,3,2,15426,1764,470,CollgCr,2-Story,1997,2009
208000,3,2,10667,1661,550,CollgCr,2-Story,1996,2008
212000,3,2,10667,1661,550,CollgCr,2-Story,1996,2009
207000,3,2,14753,1463,539,CollgCr,1-Story,1998,2009
144000,3,1,9525,1099,352,CollgCr,1-Story,1995,2008
145000,3,1,10859,1097,672,CollgCr,1-Story,1994,2009
138000,3,1,8072,990,480,CollgCr,1-Story,1994,2009
145000,3,1,9245,990,672,CollgCr,1-Story,1994,2008
226001,3,2,8696,1418,558,CollgCr,1-Story,1997,2008
197900,3,2,10400,1779,546,CollgCr,2-Story,1998,2009
215700,3,2,13142,1771,600,CollgCr,2-Story,1997,2008
191000,3,2,9337,1692,513,CollgCr,2-Story,1997,2010
204000,3,2,10335,1501,577,CollgCr,1-Story,1999,2009
192000,3,2,9017,1431,666,CollgCr,1-Story,1999,2009
207500,3,2,8998,1652,532,CollgCr,2-Story,2000,2008
200000,3,2,8750,1772,492,CollgCr,2-Story,1998,2009
188000,3,2,8750,1682,523,CollgCr,2-Story,1998,2008
200500,3,2,8750,1682,523,CollgCr,2-Story,1998,2010
188000,3,2,8924,1724,527,CollgCr,2-Story,1998,2008
191000,3,2,9382,1479,577,CollgCr,1-Story,1999,2008
190000,3,2,8935,1660,493,CollgCr,2-Story,2002,2008
195000,3,2,8935,1660,493,CollgCr,2-Story,2002,2009
227000,3,2,9808,1573,544,CollgCr,1-Story,2002,2009
221000,3,2,12803,1494,530,CollgCr,1-Story,2002,2008
230000,3,2,12420,1840,622,CollgCr,2-Story,2001,2009
231500,3,2,12435,1792,564,CollgCr,2-Story,2001,2008
187100,3,2,16285,1430,605,CollgCr,1-Story,2001,2009
203000,3,2,10739,1444,577,CollgCr,1-Story,2002,2009
206000,3,2,11273,1347,684,CollgCr,1-Story,2001,2010
235000,3,2,12192,1823,626,CollgCr,2-Story,2000,2008
223500,3,2,11250,1786,608,CollgCr,2-Story,2001,2008
201000,3,2,11166,1492,608,CollgCr,1-Story,2001,2008
130250,3,1,9200,938,308,CollgCr,1-Story,1975,2008
124000,3,2,8430,1040,0,CollgCr,1-Story,1978,2009
150000,3,1,15240,1026,308,CollgCr,1-Story,1977,2010
161750,3,1,10900,1392,299,CollgCr,2-Story,1977,2010
128200,3,1,10650,894,308,CollgCr,1-Story,1976,2010
149900,3,2,8385,985,328,CollgCr,S/Level,1977,2008
140000,3,1,16269,907,343,CollgCr,1-Story,1978,2009
134900,2,1,6950,914,444,CollgCr,1-Story,1979,2009
158000,3,1,12250,1174,528,CollgCr,1-Story,1978,2008
144500,3,2,8800,1040,484,CollgCr,1-Story,1977,2008
150500,3,2,8800,1040,484,CollgCr,1-Story,1977,2009
136500,3,1,7000,864,336,CollgCr,1-Story,1978,2009
143500,3,1,9286,1268,252,CollgCr,1-Story,1977,2009
147000,3,1,10970,1026,576,CollgCr,S/Level,1978,2008
163000,2,2,14330,1558,440,CollgCr,1-Story,1975,2008
127000,3,1,7480,876,484,CollgCr,1-Story,1972,2010
110000,3,1,7990,924,280,CollgCr,1-Story,1975,2008
133500,3,1,15523,864,338,CollgCr,1-Story,1972,2009
127000,3,1,7180,864,352,CollgCr,1-Story,1972,2008
123000,2,1,7200,894,600,CollgCr,1-Story,1972,2009
133900,2,1,7200,768,396,CollgCr,S/Foyer,1972,2009
133000,2,1,8445,768,396,CollgCr,S/Foyer,1972,2009
124900,2,1,7200,780,352,CollgCr,1-Story,1972,2008
89000,2,1,3257,955,264,Landmrk,1-Story,1980,2009
87000,2,1,3257,955,264,Landmrk,1-Story,1980,2008
75000,2,1,3257,955,264,Landmrk,1-Story,1980,2010
88900,3,1,3490,1116,264,Landmrk,2-Story,1980,2010
93500,3,1,3490,1116,264,Landmrk,2-Story,1980,2008
97000,3,1,3490,1116,264,Landmrk,2-Story,1980,2008
84000,2,1,3141,945,264,Landmrk,2-Story,1980,2008
87000,2,1,3257,955,264,Landmrk,1-Story,1980,2008
81000,2,1,3257,955,264,Landmrk,1-Story,1980,2009
114500,2,1,2792,845,264,Landmrk,1-Story,1984,2009
138500,3,2,3612,1312,484,Landmrk,2-Story,1993,2008
131500,2,2,3612,1302,484,Landmrk,2-Story,1993,2008
133500,3,2,3612,1320,484,Landmrk,2-Story,1993,2009
138500,3,2,3612,1314,484,Landmrk,2-Story,1993,2009
133000,3,2,3612,1314,484,Landmrk,2-Story,1993,2010
137500,3,2,3612,1320,484,Landmrk,2-Story,1993,2009
130000,3,2,3612,1310,484,Landmrk,2-Story,1993,2008
138000,3,2,3612,1314,484,Landmrk,2-Story,1993,2009
127000,3,2,3612,1320,484,Landmrk,2-Story,1993,2010
126000,2,2,3612,1302,484,Landmrk,2-Story,1993,2008
230000,3,2,9742,1795,534,CollgCr,1-Story,2002,2008
318000,3,2,10389,1978,850,CollgCr,1-Story,2003,2010
250000,3,2,11664,1611,1231,CollgCr,1-Story,2002,2009
237000,3,2,9473,2031,577,CollgCr,2-Story,2002,2008
254750,4,2,12334,2184,570,CollgCr,2-Story,2003,2009
272000,3,2,11423,1601,670,CollgCr,1-Story,2001,2010
274500,4,2,11470,2333,650,CollgCr,2-Story,2001,2010
236500,3,2,11838,1788,522,CollgCr,1-Story,2001,2009
261500,3,2,11885,1872,531,CollgCr,2-Story,2001,2009
235000,3,2,10316,1865,839,CollgCr,2-Story,2000,2008
230500,3,2,10400,2161,570,CollgCr,2-Story,2001,2008
313000,3,2,11050,2153,736,CollgCr,2-Story,2000,2009
230000,3,2,9066,1852,660,CollgCr,2-Story,1999,2008
222500,3,2,11404,2031,541,CollgCr,2-Story,1998,2008
287000,3,2,9240,2263,905,CollgCr,2-Story,2001,2008
282000,3,2,9240,2263,905,CollgCr,2-Story,2001,2010
274000,3,2,9720,1947,725,CollgCr,2-Story,2001,2008
300000,3,2,14860,1786,715,CollgCr,1-Story,2002,2008
255900,4,2,11250,2290,779,CollgCr,2-Story,2002,2008
198500,3,2,8749,1725,550,CollgCr,2-Story,2002,2009
224900,3,2,8158,1768,543,CollgCr,2-Story,2003,2008
237000,3,2,9548,1829,613,CollgCr,2-Story,2003,2010
240000,4,2,10905,2327,596,CollgCr,2-Story,2003,2008
183000,3,2,7226,1640,595,CollgCr,2-Story,2003,2008
206000,3,2,11250,1870,608,CollgCr,2-Story,2001,2008
211000,3,2,11250,1870,608,CollgCr,2-Story,2001,2009
207000,3,2,11690,1764,560,CollgCr,2-Story,1999,2008
220000,2,2,15750,1513,521,CollgCr,1-Story,1999,2009
203000,3,2,11883,1504,478,CollgCr,1-Story,1996,2009
279500,3,2,12782,1828,523,CollgCr,1-Story,2002,2009
240000,4,2,9375,2098,621,CollgCr,2-Story,1997,2010
210000,3,2,8750,1417,511,CollgCr,1-Story,1997,2009
219500,3,2,9375,2034,645,CollgCr,2-Story,1997,2009
191000,2,2,8750,1716,512,CollgCr,2-Story,1996,2009
210000,4,2,8750,1908,493,CollgCr,2-Story,1994,2008
224900,3,2,12137,1661,598,CollgCr,1-Story,1998,2010
178000,3,2,9100,1212,573,CollgCr,1-Story,2001,2009
213000,3,2,9750,1630,451,CollgCr,1-Story,2000,2009
176900,3,2,11700,1270,520,CollgCr,1-Story,1997,2010
136500,1,1,4435,848,420,CollgCr,1-Story,2003,2008
143750,1,1,4435,848,420,CollgCr,1-Story,2003,2010
144000,1,1,4435,848,420,CollgCr,1-Story,2003,2009
140000,1,1,4435,848,420,CollgCr,1-Story,2003,2009
143000,1,1,4426,848,420,CollgCr,1-Story,2004,2010
145000,1,1,4426,848,420,CollgCr,1-Story,2004,2008
208900,3,2,13125,1493,508,CollgCr,1-Story,1997,2008
111950,2,2,1560,908,0,DakotaR,1-Story,2005,2009
232000,3,2,10635,1668,502,CollgCr,1-Story,2003,2010
214000,3,2,9135,1536,532,CollgCr,1-Story,2002,2008
208500,3,2,8450,1710,548,CollgCr,2-Story,2003,2008
213000,3,2,8400,1484,606,CollgCr,1-Story,2004,2010
293200,3,2,10200,1602,810,CollgCr,1-Story,2007,2009
190000,3,2,9313,1728,572,CollgCr,2-Story,2004,2009
186500,3,2,9750,1445,470,CollgCr,1-Story,2004,2008
210000,3,2,8450,1436,484,CollgCr,1-Story,2004,2008
185900,3,2,8320,1582,520,CollgCr,2-Story,2004,2008
179900,3,2,11049,1234,484,CollgCr,1-Story,2007,2008
190000,3,2,8487,1500,570,CollgCr,1-Story,2004,2009
185500,3,2,8773,1414,494,CollgCr,1-Story,2004,2010
173500,3,2,8633,1476,540,CollgCr,2-Story,2005,2009
218836,3,2,11058,1564,814,CollgCr,1-Story,2007,2008
193000,3,2,9627,1361,610,CollgCr,1-Story,2007,2008
170000,3,2,11069,1396,440,CollgCr,2-Story,2007,2009
189000,3,2,8199,1456,410,CollgCr,2-Story,2005,2008
149300,1,1,4426,848,420,CollgCr,1-Story,2004,2008
141000,1,1,4426,848,420,CollgCr,1-Story,2004,2008
149000,1,1,4438,848,420,CollgCr,1-Story,2004,2008
144500,1,1,4438,848,420,CollgCr,1-Story,2004,2008
99000,1,1,1144,747,0,DakotaR,1-Story,2006,2010
92427,1,1,1015,662,0,DakotaR,1-Story,2006,2009
101000,1,1,1181,771,0,DakotaR,1-Story,2006,2010
85000,1,1,1008,658,0,DakotaR,1-Story,2006,2009
85000,2,1,8777,796,0,Edwards,1-Story,1910,2008
145900,4,2,8777,2200,0,Edwards,1.5 Fin,1900,2008
108000,2,2,8777,1126,520,Edwards,1-Story,1949,2009
84900,2,1,8777,640,240,Edwards,1-Story,1945,2010
100000,4,2,9825,1664,0,Edwards,1-Story,1965,2010
144000,3,1,10044,1196,336,Edwards,1-Story,1968,2010
147500,3,1,9937,1256,276,Edwards,1-Story,1965,2008
167000,3,1,9937,1486,480,Edwards,1-Story,1964,2009
100000,2,1,8877,816,288,Edwards,1-Story,1938,2009
135000,3,1,6500,1127,480,Edwards,1-Story,1976,2008
125200,3,1,6305,1096,352,Edwards,S/Level,1975,2010
108000,3,1,13907,996,0,Edwards,1-Story,1940,2008
137500,3,2,10012,1181,588,Edwards,S/Foyer,1972,2008
198500,4,3,7301,1922,672,Edwards,S/Foyer,2003,2009
165400,3,2,6931,1656,397,Edwards,2-Story,2003,2008
147000,3,1,9638,1117,542,Edwards,S/Level,1977,2008
159500,3,1,7950,1426,440,Edwards,2-Story,1977,2009
127000,3,1,10682,1149,544,Edwards,1-Story,1960,2009
160500,3,1,7200,1398,440,Edwards,2-Story,1976,2008
176000,2,1,7024,1132,451,Edwards,1-Story,2005,2008
320000,3,2,13286,1698,768,Edwards,1-Story,2007,2009
284700,5,3,47007,3820,624,Edwards,1-Story,1959,2008
